"Rep Date
تاريخ الحادث","
Rep Year
 سنة الحادث
","No of accidents
 عدد الحوادث","No of Injured 
عدد الاصابات"
17/11/2016,2016,6,0
17/11/2016,2016,7,0
17/11/2016,2016,20,0
17/11/2016,2016,16,0
17/11/2016,2016,18,0
17/11/2016,2016,30,0
17/11/2016,2016,30,0
17/12/2016,2016,1,0
17/12/2016,2016,1,0
17/12/2016,2016,8,0
17/12/2016,2016,4,0
17/12/2016,2016,3,0
17/12/2016,2016,2,0
17/12/2016,2016,6,0
17/12/2016,2016,5,0
17/12/2016,2016,12,0
17/12/2016,2016,10,0
17/12/2016,2016,25,0
17/12/2016,2016,23,0
17/12/2016,2016,17,0
18/01/2016,2016,1,0
18/01/2016,2016,1,0
18/01/2016,2016,1,0
18/01/2016,2016,2,0
18/01/2016,2016,3,0
18/01/2016,2016,4,0
18/01/2016,2016,8,0
18/01/2016,2016,6,0
18/01/2016,2016,23,0
18/01/2016,2016,12,0
18/01/2016,2016,7,0
18/01/2016,2016,5,0
18/01/2016,2016,24,0
18/01/2016,2016,9,0
18/01/2016,2016,18,0
18/01/2016,2016,10,0
18/01/2016,2016,30,0
18/01/2016,2016,13,0
18/02/2016,2016,1,0
18/02/2016,2016,1,0
18/02/2016,2016,1,0
18/02/2016,2016,1,0
18/02/2016,2016,1,0
18/02/2016,2016,1,0
18/02/2016,2016,3,0
18/02/2016,2016,2,0
18/02/2016,2016,14,0
18/02/2016,2016,4,0
18/02/2016,2016,20,0
18/02/2016,2016,12,0
18/02/2016,2016,10,0
18/02/2016,2016,5,0
18/02/2016,2016,6,0
18/02/2016,2016,7,0
18/02/2016,2016,19,0
18/02/2016,2016,9,0
18/02/2016,2016,18,0
18/02/2016,2016,13,0
18/02/2016,2016,27,0
18/02/2016,2016,17,0
18/03/2016,2016,1,0
18/03/2016,2016,1,0
18/03/2016,2016,1,0
18/03/2016,2016,3,0
18/03/2016,2016,2,0
18/03/2016,2016,4,0
18/03/2016,2016,10,0
18/03/2016,2016,5,0
18/03/2016,2016,7,0
18/03/2016,2016,9,0
18/03/2016,2016,18,0
18/04/2016,2016,1,0
18/04/2016,2016,1,0
18/04/2016,2016,2,0
18/04/2016,2016,10,0
18/04/2016,2016,4,0
18/04/2016,2016,3,0
18/04/2016,2016,23,0
18/04/2016,2016,6,0
18/04/2016,2016,9,0
18/04/2016,2016,7,0
18/04/2016,2016,14,0
18/04/2016,2016,5,0
18/04/2016,2016,8,0
18/04/2016,2016,17,0
18/04/2016,2016,16,0
18/04/2016,2016,11,0
18/04/2016,2016,30,0
18/04/2016,2016,15,0
18/04/2016,2016,20,0
18/05/2016,2016,1,0
18/05/2016,2016,1,0
18/05/2016,2016,1,0
18/05/2016,2016,1,0
18/05/2016,2016,1,0
18/05/2016,2016,2,0
18/05/2016,2016,3,0
18/05/2016,2016,4,0
18/05/2016,2016,8,0
18/05/2016,2016,5,0
18/05/2016,2016,7,0
18/05/2016,2016,17,0
18/05/2016,2016,6,0
18/05/2016,2016,9,0
18/05/2016,2016,12,0
18/05/2016,2016,10,0
18/05/2016,2016,24,0
18/05/2016,2016,25,0
18/05/2016,2016,30,0
18/05/2016,2016,11,0
18/05/2016,2016,14,0
18/05/2016,2016,20,0
18/05/2016,2016,23,0
18/06/2016,2016,1,0
18/06/2016,2016,1,0
18/06/2016,2016,2,0
18/06/2016,2016,1,0
18/06/2016,2016,2,0
18/06/2016,2016,6,0
18/06/2016,2016,13,0
18/06/2016,2016,3,0
18/06/2016,2016,4,0
18/06/2016,2016,5,0
18/06/2016,2016,7,0
18/06/2016,2016,11,0
18/06/2016,2016,9,0
18/06/2016,2016,8,0
18/06/2016,2016,21,0
18/06/2016,2016,16,0
18/06/2016,2016,26,0
18/06/2016,2016,10,0
18/07/2016,2016,1,0
18/07/2016,2016,1,0
18/07/2016,2016,3,0
18/07/2016,2016,2,0
18/07/2016,2016,5,0
18/07/2016,2016,8,0
18/07/2016,2016,7,0
18/07/2016,2016,4,0
18/07/2016,2016,10,0
18/07/2016,2016,12,0
18/07/2016,2016,6,0
18/07/2016,2016,9,0
18/07/2016,2016,26,0
18/07/2016,2016,28,0
18/07/2016,2016,23,0
18/07/2016,2016,16,0
18/08/2016,2016,1,0
18/08/2016,2016,1,0
18/08/2016,2016,1,0
18/08/2016,2016,2,0
18/08/2016,2016,3,0
18/08/2016,2016,4,0
18/08/2016,2016,8,0
18/08/2016,2016,5,0
18/08/2016,2016,7,0
18/08/2016,2016,11,0
18/08/2016,2016,6,0
18/08/2016,2016,18,0
18/08/2016,2016,9,0
18/08/2016,2016,26,0
18/08/2016,2016,14,0
18/08/2016,2016,25,0
18/08/2016,2016,15,0
18/09/2016,2016,1,0
18/09/2016,2016,1,0
18/09/2016,2016,1,0
18/09/2016,2016,1,0
18/09/2016,2016,3,0
18/09/2016,2016,2,0
18/09/2016,2016,5,0
18/09/2016,2016,11,0
18/09/2016,2016,6,0
18/09/2016,2016,7,0
18/09/2016,2016,4,0
18/09/2016,2016,17,0
18/09/2016,2016,15,0
18/09/2016,2016,12,0
18/09/2016,2016,19,0
18/09/2016,2016,13,0
18/09/2016,2016,23,0
18/09/2016,2016,10,0
18/09/2016,2016,16,0
18/09/2016,2016,29,0
18/09/2016,2016,20,0
18/10/2016,2016,1,0
18/10/2016,2016,1,0
18/10/2016,2016,2,0
18/10/2016,2016,4,0
18/10/2016,2016,3,0
18/10/2016,2016,5,0
18/10/2016,2016,11,0
18/10/2016,2016,6,0
18/10/2016,2016,15,0
18/10/2016,2016,7,0
18/10/2016,2016,8,0
18/10/2016,2016,9,0
18/10/2016,2016,13,0
18/10/2016,2016,30,0
18/10/2016,2016,14,0
18/10/2016,2016,18,0
18/10/2016,2016,23,0
18/11/2016,2016,1,0
18/11/2016,2016,1,0
18/11/2016,2016,1,0
18/11/2016,2016,1,0
18/11/2016,2016,3,0
18/11/2016,2016,2,0
18/11/2016,2016,4,0
18/11/2016,2016,6,0
18/11/2016,2016,8,0
18/11/2016,2016,7,0
18/11/2016,2016,16,0
18/11/2016,2016,9,0
18/12/2016,2016,1,0
18/12/2016,2016,1,0
18/12/2016,2016,1,0
18/12/2016,2016,2,0
18/12/2016,2016,7,0
18/12/2016,2016,4,0
18/12/2016,2016,5,0
18/12/2016,2016,13,0
18/12/2016,2016,3,0
18/12/2016,2016,9,0
18/12/2016,2016,8,0
18/12/2016,2016,6,0
18/12/2016,2016,15,0
18/12/2016,2016,26,0
18/12/2016,2016,18,0
18/12/2016,2016,30,0
18/12/2016,2016,20,0
19/01/2016,2016,1,0
19/01/2016,2016,1,0
19/01/2016,2016,1,0
19/01/2016,2016,2,0
19/01/2016,2016,4,0
19/01/2016,2016,3,0
19/01/2016,2016,14,0
19/01/2016,2016,6,0
19/01/2016,2016,7,0
19/01/2016,2016,5,0
19/01/2016,2016,19,0
19/01/2016,2016,10,0
19/01/2016,2016,8,0
19/01/2016,2016,12,0
19/01/2016,2016,15,0
19/01/2016,2016,27,0
19/01/2016,2016,9,0
19/02/2016,2016,1,0
19/02/2016,2016,1,0
19/02/2016,2016,1,0
19/02/2016,2016,3,0
19/02/2016,2016,5,0
19/02/2016,2016,2,0
19/02/2016,2016,4,0
19/02/2016,2016,6,0
19/02/2016,2016,8,0
19/02/2016,2016,7,0
19/02/2016,2016,15,0
19/02/2016,2016,12,0
19/03/2016,2016,1,0
19/03/2016,2016,1,0
19/03/2016,2016,1,0
19/03/2016,2016,2,0
19/03/2016,2016,3,0
19/03/2016,2016,4,0
19/03/2016,2016,10,0
19/03/2016,2016,5,0
19/03/2016,2016,6,0
19/03/2016,2016,7,0
19/03/2016,2016,15,0
19/03/2016,2016,21,0
19/03/2016,2016,19,0
19/03/2016,2016,11,0
19/03/2016,2016,30,0
19/03/2016,2016,14,0
19/04/2016,2016,1,0
19/04/2016,2016,1,0
19/04/2016,2016,1,0
19/04/2016,2016,2,0
19/04/2016,2016,4,0
19/04/2016,2016,7,0
19/04/2016,2016,3,0
19/04/2016,2016,13,0
19/04/2016,2016,5,0
19/04/2016,2016,10,0
19/04/2016,2016,8,0
19/04/2016,2016,6,0
19/04/2016,2016,16,0
19/04/2016,2016,22,0
19/04/2016,2016,30,0
19/04/2016,2016,20,0
19/04/2016,2016,24,0
19/04/2016,2016,23,0
19/05/2016,2016,1,0
19/05/2016,2016,1,0
19/05/2016,2016,1,0
19/05/2016,2016,1,0
19/05/2016,2016,1,0
19/05/2016,2016,3,0
19/05/2016,2016,2,0
19/05/2016,2016,6,0
19/05/2016,2016,4,0
19/05/2016,2016,8,0
19/05/2016,2016,7,0
19/05/2016,2016,14,0
19/05/2016,2016,13,0
19/05/2016,2016,5,0
19/05/2016,2016,17,0
19/05/2016,2016,9,0
19/05/2016,2016,12,0
19/05/2016,2016,11,0
19/05/2016,2016,19,0
19/05/2016,2016,21,0
19/05/2016,2016,30,0
19/05/2016,2016,30,0
19/05/2016,2016,22,0
19/06/2016,2016,1,0
19/06/2016,2016,1,0
19/06/2016,2016,1,0
19/06/2016,2016,1,0
19/06/2016,2016,2,0
19/06/2016,2016,6,0
19/06/2016,2016,5,0
19/06/2016,2016,4,0
19/06/2016,2016,3,0
19/06/2016,2016,11,0
19/06/2016,2016,8,0
19/06/2016,2016,16,0
19/06/2016,2016,9,0
19/06/2016,2016,7,0
19/06/2016,2016,10,0
19/06/2016,2016,14,0
19/06/2016,2016,25,0
19/06/2016,2016,20,0
19/06/2016,2016,30,0
19/06/2016,2016,23,0
19/07/2016,2016,1,0
19/07/2016,2016,2,0
19/07/2016,2016,3,0
19/07/2016,2016,5,0
19/07/2016,2016,6,0
19/07/2016,2016,13,0
19/07/2016,2016,4,0
19/07/2016,2016,11,0
19/07/2016,2016,12,0
19/07/2016,2016,20,0
19/07/2016,2016,21,0
19/07/2016,2016,30,0
19/07/2016,2016,10,0
19/07/2016,2016,8,0
19/07/2016,2016,16,0
19/07/2016,2016,14,0
19/08/2016,2016,1,0
19/08/2016,2016,5,0
19/08/2016,2016,11,0
19/08/2016,2016,2,0
19/08/2016,2016,3,0
19/08/2016,2016,4,0
19/08/2016,2016,8,0
19/08/2016,2016,7,0
19/08/2016,2016,14,0
19/08/2016,2016,6,0
19/08/2016,2016,10,0
19/09/2016,2016,1,0
19/09/2016,2016,1,0
19/09/2016,2016,2,0
19/09/2016,2016,6,0
19/09/2016,2016,3,0
19/09/2016,2016,8,0
19/09/2016,2016,4,0
19/09/2016,2016,9,0
19/09/2016,2016,5,0
19/09/2016,2016,13,0
19/09/2016,2016,22,0
19/09/2016,2016,7,0
19/09/2016,2016,14,0
19/09/2016,2016,10,0
19/09/2016,2016,28,0
19/09/2016,2016,20,0
19/10/2016,2016,1,0
19/10/2016,2016,1,0
19/10/2016,2016,2,0
19/10/2016,2016,7,0
19/10/2016,2016,6,0
19/10/2016,2016,4,0
19/10/2016,2016,19,0
19/10/2016,2016,8,0
19/10/2016,2016,9,0
19/10/2016,2016,3,0
19/10/2016,2016,5,0
19/10/2016,2016,18,0
19/10/2016,2016,12,0
19/10/2016,2016,17,0
19/10/2016,2016,13,0
19/10/2016,2016,23,0
19/10/2016,2016,11,0
19/10/2016,2016,21,0
19/11/2016,2016,1,0
19/11/2016,2016,1,0
19/11/2016,2016,1,0
19/11/2016,2016,2,0
19/11/2016,2016,3,0
19/11/2016,2016,4,0
19/11/2016,2016,11,0
19/11/2016,2016,7,0
19/11/2016,2016,10,0
19/11/2016,2016,6,0
19/11/2016,2016,5,0
19/11/2016,2016,12,0
19/11/2016,2016,9,0
19/11/2016,2016,19,0
19/11/2016,2016,8,0
19/11/2016,2016,17,0
19/11/2016,2016,22,0
19/12/2016,2016,1,0
19/12/2016,2016,1,0
19/12/2016,2016,1,0
19/12/2016,2016,4,0
19/12/2016,2016,6,0
19/12/2016,2016,5,0
19/12/2016,2016,2,0
19/12/2016,2016,3,0
19/12/2016,2016,11,0
19/12/2016,2016,8,0
19/12/2016,2016,9,0
19/12/2016,2016,10,0
19/12/2016,2016,30,0
19/12/2016,2016,15,0
19/12/2016,2016,21,0
20/01/2016,2016,1,0
20/01/2016,2016,1,0
20/01/2016,2016,1,0
20/01/2016,2016,3,0
20/01/2016,2016,2,0
20/01/2016,2016,5,0
20/01/2016,2016,4,0
20/01/2016,2016,23,0
20/01/2016,2016,7,0
20/01/2016,2016,13,0
20/01/2016,2016,6,0
20/01/2016,2016,25,0
20/01/2016,2016,8,0
20/01/2016,2016,11,0
20/01/2016,2016,19,0
20/01/2016,2016,15,0
20/02/2016,2016,1,0
20/02/2016,2016,1,0
20/02/2016,2016,1,0
20/02/2016,2016,2,0
20/02/2016,2016,3,0
20/02/2016,2016,5,0
20/02/2016,2016,4,0
20/02/2016,2016,6,0
20/02/2016,2016,14,0
20/02/2016,2016,11,0
20/02/2016,2016,26,0
20/02/2016,2016,9,0
20/02/2016,2016,27,0
20/03/2016,2016,1,0
20/03/2016,2016,1,0
20/03/2016,2016,1,0
20/03/2016,2016,5,0
20/03/2016,2016,2,0
20/03/2016,2016,3,0
20/03/2016,2016,12,0
20/03/2016,2016,6,0
20/03/2016,2016,11,0
20/03/2016,2016,4,0
20/03/2016,2016,7,0
20/03/2016,2016,19,0
20/03/2016,2016,8,0
20/03/2016,2016,17,0
20/03/2016,2016,26,0
20/03/2016,2016,14,0
20/03/2016,2016,30,0
20/04/2016,2016,1,0
20/04/2016,2016,1,0
20/04/2016,2016,1,0
20/04/2016,2016,3,0
20/04/2016,2016,8,0
20/04/2016,2016,2,0
20/04/2016,2016,21,0
20/04/2016,2016,5,0
20/04/2016,2016,6,0
20/04/2016,2016,18,0
20/04/2016,2016,4,0
20/04/2016,2016,7,0
20/04/2016,2016,11,0
20/04/2016,2016,10,0
20/04/2016,2016,12,0
20/04/2016,2016,13,0
20/04/2016,2016,17,0
20/04/2016,2016,26,0
20/04/2016,2016,24,0
20/05/2016,2016,1,0
20/05/2016,2016,1,0
20/05/2016,2016,1,0
20/05/2016,2016,1,0
20/05/2016,2016,2,0
20/05/2016,2016,7,0
20/05/2016,2016,5,0
20/05/2016,2016,10,0
20/05/2016,2016,3,0
20/05/2016,2016,8,0
20/05/2016,2016,4,0
20/05/2016,2016,9,0
20/05/2016,2016,6,0
20/05/2016,2016,12,0
20/05/2016,2016,20,0
20/06/2016,2016,1,0
20/06/2016,2016,1,0
20/06/2016,2016,1,0
20/06/2016,2016,2,0
20/06/2016,2016,8,0
20/06/2016,2016,6,0
20/06/2016,2016,17,0
20/06/2016,2016,3,0
20/06/2016,2016,4,0
20/06/2016,2016,13,0
20/06/2016,2016,7,0
20/06/2016,2016,5,0
20/06/2016,2016,20,0
20/06/2016,2016,9,0
20/06/2016,2016,10,0
20/06/2016,2016,12,0
20/06/2016,2016,21,0
20/06/2016,2016,30,0
20/06/2016,2016,24,0
20/07/2016,2016,1,0
20/07/2016,2016,2,0
20/07/2016,2016,6,0
20/07/2016,2016,3,0
20/07/2016,2016,5,0
20/07/2016,2016,8,0
20/07/2016,2016,12,0
20/07/2016,2016,4,0
20/07/2016,2016,9,0
20/07/2016,2016,10,0
20/07/2016,2016,7,0
20/07/2016,2016,15,0
20/07/2016,2016,13,0
20/07/2016,2016,24,0
20/07/2016,2016,21,0
20/07/2016,2016,23,0
20/08/2016,2016,1,0
20/08/2016,2016,1,0
20/08/2016,2016,1,0
20/08/2016,2016,1,0
20/08/2016,2016,3,0
20/08/2016,2016,2,0
20/08/2016,2016,11,0
20/08/2016,2016,5,0
20/08/2016,2016,9,0
20/08/2016,2016,4,0
20/08/2016,2016,6,0
20/08/2016,2016,8,0
20/08/2016,2016,12,0
20/08/2016,2016,30,0
20/08/2016,2016,7,0
20/08/2016,2016,22,0
20/08/2016,2016,19,0
20/09/2016,2016,1,0
20/09/2016,2016,1,0
20/09/2016,2016,2,0
20/09/2016,2016,1,0
20/09/2016,2016,3,0
20/09/2016,2016,5,0
20/09/2016,2016,13,0
20/09/2016,2016,7,0
20/09/2016,2016,4,0
20/09/2016,2016,8,0
20/09/2016,2016,10,0
20/09/2016,2016,6,0
20/09/2016,2016,19,0
20/09/2016,2016,16,0
20/09/2016,2016,30,0
20/09/2016,2016,12,0
20/09/2016,2016,27,0
20/09/2016,2016,15,0
20/10/2016,2016,1,0
20/10/2016,2016,1,0
20/10/2016,2016,1,0
20/10/2016,2016,2,0
20/10/2016,2016,3,0
20/10/2016,2016,5,0
20/10/2016,2016,4,0
20/10/2016,2016,28,0
20/10/2016,2016,6,0
20/10/2016,2016,12,0
20/10/2016,2016,8,0
20/10/2016,2016,9,0
20/10/2016,2016,15,0
20/10/2016,2016,7,0
20/10/2016,2016,20,0
20/10/2016,2016,17,0
20/10/2016,2016,30,0
20/10/2016,2016,18,0
20/10/2016,2016,13,0
20/10/2016,2016,24,0
20/11/2016,2016,1,0
20/11/2016,2016,1,0
20/11/2016,2016,1,0
20/11/2016,2016,2,0
20/11/2016,2016,3,0
20/11/2016,2016,8,0
20/11/2016,2016,17,0
20/11/2016,2016,5,0
20/11/2016,2016,9,0
20/11/2016,2016,13,0
20/11/2016,2016,4,0
20/11/2016,2016,6,0
20/11/2016,2016,11,0
20/11/2016,2016,10,0
20/11/2016,2016,15,0
20/11/2016,2016,24,0
20/11/2016,2016,7,0
20/11/2016,2016,12,0
20/11/2016,2016,25,0
20/11/2016,2016,20,0
20/12/2016,2016,1,0
20/12/2016,2016,1,0
20/12/2016,2016,2,0
20/12/2016,2016,6,0
20/12/2016,2016,4,0
20/12/2016,2016,8,0
20/12/2016,2016,5,0
20/12/2016,2016,3,0
20/12/2016,2016,11,0
20/12/2016,2016,12,0
20/12/2016,2016,13,0
20/12/2016,2016,10,0
20/12/2016,2016,18,0
20/12/2016,2016,17,0
21/01/2016,2016,1,0
21/01/2016,2016,1,0
21/01/2016,2016,1,0
21/01/2016,2016,2,0
21/01/2016,2016,4,0
21/01/2016,2016,5,0
21/01/2016,2016,6,0
21/01/2016,2016,3,0
21/01/2016,2016,18,0
21/01/2016,2016,7,0
21/01/2016,2016,9,0
21/01/2016,2016,15,0
21/01/2016,2016,8,0
21/01/2016,2016,11,0
21/01/2016,2016,13,0
21/01/2016,2016,30,0
21/01/2016,2016,19,0
21/01/2016,2016,30,0
21/01/2016,2016,22,0
21/02/2016,2016,1,0
21/02/2016,2016,1,0
21/02/2016,2016,1,0
21/02/2016,2016,1,0
21/02/2016,2016,2,0
21/02/2016,2016,3,0
21/02/2016,2016,6,0
21/02/2016,2016,4,0
21/02/2016,2016,5,0
21/02/2016,2016,13,0
21/02/2016,2016,10,0
21/02/2016,2016,7,0
21/02/2016,2016,9,0
21/02/2016,2016,8,0
21/02/2016,2016,18,0
21/02/2016,2016,14,0
21/02/2016,2016,17,0
21/02/2016,2016,30,0
21/02/2016,2016,12,0
21/02/2016,2016,22,0
21/02/2016,2016,16,0
21/03/2016,2016,1,0
21/03/2016,2016,1,0
21/03/2016,2016,2,0
21/03/2016,2016,6,0
21/03/2016,2016,5,0
21/03/2016,2016,17,0
21/03/2016,2016,16,0
21/03/2016,2016,4,0
21/03/2016,2016,3,0
21/03/2016,2016,8,0
21/03/2016,2016,10,0
21/03/2016,2016,7,0
21/03/2016,2016,20,0
21/03/2016,2016,11,0
21/03/2016,2016,14,0
21/03/2016,2016,22,0
21/03/2016,2016,19,0
21/04/2016,2016,1,0
21/04/2016,2016,1,0
21/04/2016,2016,1,0
21/04/2016,2016,2,0
21/04/2016,2016,17,0
21/04/2016,2016,3,0
21/04/2016,2016,23,0
21/04/2016,2016,5,0
21/04/2016,2016,8,0
21/04/2016,2016,4,0
21/04/2016,2016,7,0
21/04/2016,2016,15,0
21/04/2016,2016,6,0
21/04/2016,2016,10,0
21/04/2016,2016,20,0
21/04/2016,2016,30,0
21/04/2016,2016,12,0
21/04/2016,2016,11,0
21/04/2016,2016,24,0
21/04/2016,2016,27,0
21/05/2016,2016,1,0
21/05/2016,2016,1,0
21/05/2016,2016,1,0
21/05/2016,2016,1,0
21/05/2016,2016,1,0
21/05/2016,2016,2,0
21/05/2016,2016,4,0
21/05/2016,2016,5,0
21/05/2016,2016,3,0
21/05/2016,2016,6,0
21/05/2016,2016,11,0
21/05/2016,2016,9,0
21/05/2016,2016,10,0
21/05/2016,2016,18,0
21/05/2016,2016,24,0
21/05/2016,2016,12,0
21/05/2016,2016,17,0
21/05/2016,2016,13,0
21/06/2016,2016,1,0
21/06/2016,2016,1,0
21/06/2016,2016,1,0
21/06/2016,2016,1,0
21/06/2016,2016,1,0
21/06/2016,2016,2,0
21/06/2016,2016,3,0
21/06/2016,2016,5,0
21/06/2016,2016,16,0
21/06/2016,2016,4,0
21/06/2016,2016,6,0
21/06/2016,2016,8,0
21/06/2016,2016,10,0
21/06/2016,2016,25,0
21/06/2016,2016,7,0
21/06/2016,2016,18,0
21/06/2016,2016,17,0
21/06/2016,2016,21,0
21/06/2016,2016,13,0
21/06/2016,2016,23,0
21/07/2016,2016,1,0
21/07/2016,2016,1,0
21/07/2016,2016,1,0
21/07/2016,2016,1,0
21/07/2016,2016,2,0
21/07/2016,2016,4,0
21/07/2016,2016,9,0
21/07/2016,2016,3,0
21/07/2016,2016,5,0
21/07/2016,2016,6,0
21/07/2016,2016,11,0
21/07/2016,2016,7,0
21/07/2016,2016,10,0
21/07/2016,2016,14,0
21/07/2016,2016,12,0
21/07/2016,2016,30,0
21/07/2016,2016,18,0
21/08/2016,2016,1,0
21/08/2016,2016,1,0
21/08/2016,2016,2,0
21/08/2016,2016,7,0
21/08/2016,2016,5,0
21/08/2016,2016,3,0
21/08/2016,2016,28,0
21/08/2016,2016,6,0
21/08/2016,2016,10,0
21/08/2016,2016,12,0
21/08/2016,2016,4,0
21/08/2016,2016,8,0
21/08/2016,2016,18,0
21/08/2016,2016,23,0
21/08/2016,2016,16,0
21/08/2016,2016,30,0
21/08/2016,2016,9,0
21/08/2016,2016,11,0
21/08/2016,2016,24,0
21/08/2016,2016,17,0
21/09/2016,2016,1,0
21/09/2016,2016,1,0
21/09/2016,2016,1,0
21/09/2016,2016,2,0
21/09/2016,2016,6,0
21/09/2016,2016,3,0
21/09/2016,2016,13,0
21/09/2016,2016,4,0
21/09/2016,2016,10,0
21/09/2016,2016,8,0
21/09/2016,2016,5,0
21/09/2016,2016,9,0
21/09/2016,2016,7,0
21/09/2016,2016,17,0
21/09/2016,2016,14,0
21/09/2016,2016,26,0
21/09/2016,2016,15,0
21/09/2016,2016,25,0
21/09/2016,2016,30,0
21/10/2016,2016,1,0
21/10/2016,2016,1,0
21/10/2016,2016,1,0
21/10/2016,2016,1,0
21/10/2016,2016,2,0
21/10/2016,2016,3,0
21/10/2016,2016,5,0
21/10/2016,2016,7,0
21/10/2016,2016,4,0
21/10/2016,2016,15,0
21/10/2016,2016,20,0
21/10/2016,2016,12,0
21/11/2016,2016,1,0
21/11/2016,2016,1,0
21/11/2016,2016,1,0
21/11/2016,2016,1,0
21/11/2016,2016,1,0
21/11/2016,2016,2,0
21/11/2016,2016,11,0
21/11/2016,2016,8,0
21/11/2016,2016,7,0
21/11/2016,2016,3,0
21/11/2016,2016,14,0
21/11/2016,2016,5,0
21/11/2016,2016,4,0
21/11/2016,2016,9,0
21/11/2016,2016,12,0
21/11/2016,2016,10,0
21/11/2016,2016,6,0
21/11/2016,2016,15,0
21/11/2016,2016,23,0
21/11/2016,2016,25,0
21/12/2016,2016,1,0
21/12/2016,2016,1,0
21/12/2016,2016,1,0
21/12/2016,2016,1,0
21/12/2016,2016,4,0
21/12/2016,2016,2,0
21/12/2016,2016,7,0
21/12/2016,2016,3,0
21/12/2016,2016,6,0
21/12/2016,2016,11,0
21/12/2016,2016,5,0
21/12/2016,2016,10,0
21/12/2016,2016,12,0
21/12/2016,2016,14,0
21/12/2016,2016,24,0
21/12/2016,2016,18,0
22/01/2016,2016,1,0
22/01/2016,2016,1,0
22/01/2016,2016,1,0
22/01/2016,2016,2,0
22/01/2016,2016,5,0
22/01/2016,2016,4,0
22/01/2016,2016,3,0
22/01/2016,2016,6,0
22/01/2016,2016,8,0
22/01/2016,2016,13,0
22/01/2016,2016,29,0
22/02/2016,2016,1,0
22/02/2016,2016,1,0
22/02/2016,2016,1,0
22/02/2016,2016,2,0
22/02/2016,2016,1,0
22/02/2016,2016,3,0
22/02/2016,2016,5,0
22/02/2016,2016,16,0
22/02/2016,2016,9,0
22/02/2016,2016,7,0
22/02/2016,2016,6,0
22/02/2016,2016,12,0
22/02/2016,2016,13,0
22/02/2016,2016,4,0
22/02/2016,2016,17,0
22/02/2016,2016,11,0
22/02/2016,2016,8,0
22/02/2016,2016,30,0
22/02/2016,2016,10,0
22/02/2016,2016,21,0
22/02/2016,2016,15,0
22/03/2016,2016,1,0
22/03/2016,2016,1,0
22/03/2016,2016,1,0
22/03/2016,2016,1,0
22/03/2016,2016,2,0
22/03/2016,2016,3,0
22/03/2016,2016,6,0
22/03/2016,2016,14,0
22/03/2016,2016,4,0
22/03/2016,2016,7,0
22/03/2016,2016,5,0
22/03/2016,2016,12,0
22/03/2016,2016,19,0
22/03/2016,2016,8,0
22/03/2016,2016,22,0
22/03/2016,2016,17,0
22/03/2016,2016,24,0
22/03/2016,2016,10,0
22/04/2016,2016,1,0
22/04/2016,2016,1,0
22/04/2016,2016,1,0
22/04/2016,2016,3,0
22/04/2016,2016,4,0
22/04/2016,2016,2,0
22/04/2016,2016,5,0
22/04/2016,2016,6,0
22/04/2016,2016,7,0
22/04/2016,2016,9,0
22/04/2016,2016,15,0
22/04/2016,2016,10,0
22/05/2016,2016,1,0
22/05/2016,2016,1,0
22/05/2016,2016,2,0
22/05/2016,2016,3,0
22/05/2016,2016,9,0
22/05/2016,2016,6,0
22/05/2016,2016,4,0
22/05/2016,2016,19,0
22/05/2016,2016,5,0
22/05/2016,2016,8,0
22/05/2016,2016,15,0
22/05/2016,2016,11,0
22/05/2016,2016,10,0
22/05/2016,2016,27,0
22/05/2016,2016,14,0
22/05/2016,2016,7,0
22/05/2016,2016,30,0
22/05/2016,2016,30,0
22/05/2016,2016,24,0
22/06/2016,2016,1,0
22/06/2016,2016,1,0
22/06/2016,2016,1,0
22/06/2016,2016,2,0
22/06/2016,2016,4,0
22/06/2016,2016,5,0
22/06/2016,2016,3,0
22/06/2016,2016,6,0
22/06/2016,2016,8,0
22/06/2016,2016,7,0
22/06/2016,2016,10,0
22/06/2016,2016,9,0
22/06/2016,2016,16,0
22/06/2016,2016,21,0
22/06/2016,2016,30,0
22/06/2016,2016,13,0
22/07/2016,2016,1,0
22/07/2016,2016,1,0
22/07/2016,2016,1,0
22/07/2016,2016,2,0
22/07/2016,2016,3,0
22/07/2016,2016,7,0
22/07/2016,2016,4,0
22/07/2016,2016,5,0
22/07/2016,2016,13,0
22/07/2016,2016,8,0
22/07/2016,2016,16,0
22/07/2016,2016,12,0
22/08/2016,2016,1,0
22/08/2016,2016,1,0
22/08/2016,2016,1,0
22/08/2016,2016,2,0
22/08/2016,2016,5,0
22/08/2016,2016,16,0
22/08/2016,2016,10,0
22/08/2016,2016,3,0
22/08/2016,2016,6,0
22/08/2016,2016,4,0
22/08/2016,2016,7,0
22/08/2016,2016,15,0
22/08/2016,2016,8,0
22/08/2016,2016,9,0
22/08/2016,2016,20,0
22/08/2016,2016,30,0
22/08/2016,2016,11,0
22/08/2016,2016,23,0
22/09/2016,2016,1,0
22/09/2016,2016,1,0
22/09/2016,2016,1,0
22/09/2016,2016,2,0
22/09/2016,2016,3,0
22/09/2016,2016,4,0
22/09/2016,2016,10,0
22/09/2016,2016,6,0
22/09/2016,2016,16,0
22/09/2016,2016,7,0
22/09/2016,2016,13,0
22/09/2016,2016,11,0
22/09/2016,2016,8,0
22/09/2016,2016,5,0
22/09/2016,2016,19,0
